City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Săcele,100,RO,1630120244,71,45.6174,25.6943,57.02,2.44
Tignère,100,CM,1630120244,97,7.3667,12.65,63.9,2.84
Herat Province,0,AF,1630120245,21,34.5,62.0,77.49,20.58
Falam,100,MM,1630120245,78,22.9167,93.6833,71.37,3.2
Killarney,4,IE,1630120245,94,52.05,-9.5167,54.97,3.24
French Harbor,20,HN,1630120246,89,16.35,-86.4333,80.01,0.0
Tevaitoa,17,PF,1630120246,75,-16.7833,-151.5,78.96,12.28
Najrān,93,SA,1630120247,22,17.4924,44.1277,83.46,3.33
Kushiro,82,JP,1630120247,74,42.975,144.3747,73.26,14.97
Berbérati,46,CF,1630120247,98,4.2612,15.7922,67.66,2.53
Tezu,100,IN,1630120247,99,27.9167,96.1667,73.74,2.15
Matucana,92,PE,1630120248,60,-11.85,-76.4,59.04,1.21
Escuintla,68,GT,1630120248,95,14.305,-90.785,79.48,4.45
Korsholm,24,FI,1630120015,100,63.1142,21.6822,49.33,2.3
Prince Rupert,90,CA,1630120139,94,54.3161,-130.3201,57.29,9.22
Patos,70,BR,1630120249,66,-7.0244,-37.28,72.41,14.07
Quelimane,7,MZ,1630120249,97,-17.8786,36.8883,67.64,4.54
Port Augusta,17,AU,1630120249,32,-32.5,137.7667,67.71,17.56
Smoky Lake,75,CA,1630120250,65,54.1169,-112.4686,59.49,6.82
Acarí,68,PE,1630120250,75,-15.4311,-74.6158,63.18,4.14
Bonavista,100,CA,1630120250,95,48.6499,-53.1147,67.12,13.78
Hamilton,1,US,1630120251,95,39.1834,-84.5333,74.75,0.0
Gizo Government Station,95,SB,1630120251,69,-8.103,156.8419,85.03,6.73
Berck,75,FR,1630120251,94,50.4,1.6,59.7,3.44
Kalasin,100,TH,1630120252,72,16.5,103.5,82.13,10.69
Nhulunbuy,23,AU,1630120252,45,-12.2333,136.7667,86.61,20.71
Prabumulih,97,ID,1630120252,58,-3.45,104.25,84.2,3.27
Grand Gaube,78,MU,1630120253,78,-20.0064,57.6608,73.38,11.99
Aden,89,YE,1630119978,78,12.7794,45.0367,86.77,19.42
Bonga,100,ET,1630120253,99,7.2833,36.2333,59.95,2.04
Indramayu,33,ID,1630120253,52,-6.3264,108.32,85.28,7.72
Atambua,89,ID,1630120254,40,-9.1061,124.8925,86.29,4.38
Barguzin,25,RU,1630120254,51,53.6167,109.6167,67.19,3.04
Galveston,1,US,1630120254,86,29.3669,-94.9669,84.99,6.91
Mount Gambier,92,AU,1630120255,41,-37.8333,140.7667,60.71,18.41
Yulara,0,AU,1630120255,23,-25.2406,130.9889,73.24,3.44
Mahabalipuram,100,IN,1630120255,71,12.6264,80.1722,80.65,18.81
Río Gallegos,90,AR,1630120256,81,-51.6226,-69.2181,41.05,12.66
Elko,0,US,1630120256,18,41.0002,-115.5012,71.64,8.01
Yanino Vtoroye,39,RU,1630120256,95,59.9355,30.6153,56.86,5.59
Komsomol'skoye,89,RU,1630120257,73,55.2567,47.5461,48.13,9.04
Moose Factory,56,CA,1630120257,81,51.2585,-80.6094,47.28,5.91
Eureka,5,US,1630120257,76,40.8021,-124.1637,61.57,3.85
Verkhnetulomskiy,100,RU,1630120258,90,68.6073,31.7962,44.73,4.16
Lalibela,51,ET,1630120258,78,12.0333,39.0333,57.11,2.51
Philadelphia,75,US,1630120213,87,39.9523,-75.1638,78.76,0.0
Alice Springs,3,AU,1630120258,9,-23.7,133.8833,81.95,13.8
Thanh Hoa,100,VN,1630120259,75,19.8,105.7667,83.88,2.24
Vardø,97,NO,1630120259,79,70.3705,31.1107,48.79,25.81
Puerto Colombia,89,CO,1630120259,82,10.9878,-74.9547,80.69,15.23
Tarakan,100,ID,1630120259,75,3.3,117.6333,81.45,5.79
Desterro,56,BR,1630120260,83,-7.2906,-37.0939,65.35,13.38
Russell,75,US,1630120260,93,32.3502,-85.1999,76.71,3.44
Mbini,82,GQ,1630120260,89,1.574,9.6134,75.79,8.93
Buala,44,SB,1630120261,70,-8.145,159.5921,85.46,11.18
Turukhansk,100,RU,1630120261,70,65.8167,87.9833,42.46,16.08
Pisco,95,PE,1630120261,82,-13.7,-76.2167,60.03,3.44
Eydhafushi,100,MV,1630120262,75,5.1033,73.0708,81.23,15.21
Aguachica,63,CO,1630120262,93,8.3084,-73.6166,74.35,4.83
Reyes,12,BO,1630120263,66,-14.3167,-67.3833,69.82,0.36
Bilma,29,NE,1630120263,25,18.6853,12.9164,91.11,3.69
Villafranca de los Barros,0,ES,1630120263,77,38.5614,-6.3381,64.81,4.59
Sabang,99,ID,1630120263,72,5.8933,95.3214,81.41,11.01
Baraki Barak,3,AF,1630120264,19,33.9675,68.9486,69.98,2.28
Pangai,99,TO,1630120264,63,-19.8,-174.35,70.9,20.56
Ust'-Ishim,8,RU,1630120264,65,57.6935,71.1665,52.5,10.22
São Miguel do Araguaia,99,BR,1630120265,26,-13.275,-50.1628,84.45,3.36
Örnsköldsvik,7,SE,1630120265,100,63.2909,18.7153,43.75,5.75
Shiraz,0,IR,1630120265,21,29.6036,52.5388,75.09,5.41
Pangnirtung,100,CA,1630120266,96,66.1451,-65.7125,40.53,5.12
Kupang,20,ID,1630120266,35,-10.1667,123.5833,91.98,16.11
Pacific Grove,1,US,1630120221,84,36.6177,-121.9166,77.43,1.01
The Valley,4,AI,1630120190,81,18.217,-63.0578,83.82,19.62
Chebsara,62,RU,1630120266,86,59.2002,38.8356,42.13,6.33
Camargo,62,MX,1630120267,32,27.6667,-105.1667,82.76,6.8
Saint Anthony,75,US,1630120267,91,45.0205,-93.218,73.15,3.0
Province of Groningen,74,NL,1630120209,74,53.25,6.75,62.02,1.01
Teahupoo,22,PF,1630120268,74,-17.8333,-149.2667,73.36,15.79
Souillac,97,MU,1630120268,90,-20.5167,57.5167,73.36,23.09
Mbalmayo,100,CM,1630120268,98,3.5167,11.5,68.16,4.25
Puerto Peñasco,1,MX,1630120268,84,31.3167,-113.5333,88.92,13.0
Derzhavīnsk,67,KZ,1630120269,39,51.1,66.3167,75.72,7.0
Terrace,99,CA,1630120269,93,54.5163,-128.6035,60.42,3.85
Letnyaya Stavka,4,RU,1630120270,62,45.4306,43.4472,74.71,1.99
Camacha,20,PT,1630120270,83,33.0833,-16.3333,68.76,6.91
Marabu,86,MY,1630120270,77,4.4148,114.0089,82.13,4.23
Dongfeng,0,CN,1630120271,61,42.6403,125.5118,70.07,16.55
Clarksburg,1,US,1630120271,94,39.2807,-80.3445,75.88,0.0
Wanaka,100,NZ,1630120271,84,-44.7,169.15,49.06,1.72
Chancay,76,PE,1630120272,88,-11.5714,-77.2672,60.67,7.38
Along,100,IN,1630120272,100,28.1667,94.7667,73.17,1.05
Clifton,1,US,1630120273,85,40.8584,-74.1638,80.69,0.0
Mundo Nuevo (Ojo de Agua),93,MX,1630120273,74,18.7,-95.5,79.93,4.34
Rzhev,100,RU,1630120273,85,56.2624,34.3282,55.02,11.21
Grayvoron,0,RU,1630120273,87,50.4767,35.6773,58.08,3.65
Puerto del Rosario,2,ES,1630120274,78,28.5004,-13.8627,71.35,8.05
Aquin,46,HT,1630120274,83,18.2833,-73.4,78.98,3.06
Cockburn Town,44,TC,1630120242,81,21.4612,-71.1419,82.24,21.23
Hope,67,US,1630120201,67,33.6671,-93.5916,82.94,5.5
Nelson Bay,59,AU,1630120275,51,-32.7167,152.15,65.75,3.0
Saldanha,9,ZA,1630120275,66,-33.0117,17.9442,50.38,15.61
Lázaro Cárdenas,100,MX,1630120011,93,17.9583,-102.2,73.62,12.08
Talcahuano,90,CL,1630120275,87,-36.7167,-73.1167,51.48,20.71
Keflavik,90,IS,1630120276,93,64.0049,-22.5624,51.53,13.8
Shiyan,100,CN,1630120276,97,32.6475,110.7781,66.0,2.46
Øksfjord,100,NO,1630120276,97,70.2396,22.3479,53.67,10.49
Colares,31,PT,1630120277,75,38.7992,-9.4469,68.29,2.64
North Myrtle Beach,75,US,1630120277,86,33.816,-78.68,82.49,5.75
Cassino,62,IT,1630120277,79,41.4876,13.8315,70.99,3.0
Lodja,16,CD,1630120278,85,-3.4833,23.4333,67.71,1.68
Kinkala,8,CG,1630120278,88,-4.3614,14.7644,71.47,4.12
Alindao,100,CF,1630120278,95,5.0267,21.2088,70.74,1.54
Prattville,1,US,1630120279,85,32.464,-86.4597,78.82,4.61
Benemérito de las Américas,94,MX,1630120279,75,16.5167,-90.6439,76.93,2.19
San Vicente,90,AR,1630120279,71,-26.6167,-54.1333,51.8,2.46
Vilhena,96,BR,1630120280,37,-12.7406,-60.1458,79.54,2.06
Mehamn,83,NO,1630120280,83,71.0357,27.8492,46.09,26.42
Itarema,100,BR,1630120280,83,-2.9248,-39.9167,78.03,18.43
Jiangyou,100,CN,1630120281,97,31.7667,104.7167,66.7,3.11
Nobeoka,2,JP,1630120281,57,32.5833,131.6667,87.01,3.96
Flin Flon,100,CA,1630120281,75,54.7682,-101.865,57.24,6.13
Aljezur,0,PT,1630120282,89,37.3191,-8.8033,64.31,1.79
Noormarkku,75,FI,1630120282,88,61.5927,21.8685,55.18,5.75
Payyanur,100,IN,1630120282,87,12.1,75.2,78.13,3.98
Kieta,93,PG,1630120283,79,-6.2167,155.6333,82.38,5.14
Dunmore,75,US,1630120283,90,41.4198,-75.6324,75.07,0.0
Kawalu,90,ID,1630120283,62,-7.3817,108.2082,79.38,5.19
Nuuk,75,GL,1630120283,76,64.1835,-51.7216,45.21,18.41
Khovd,64,MN,1630120284,58,48.0056,91.6419,59.56,1.81
Ust-Maya,100,RU,1630120284,57,60.4167,134.5333,47.82,8.25
Fresnillo,99,MX,1630120284,40,23.1667,-102.8833,63.95,16.26
Chipinge,0,ZW,1630120285,41,-20.1883,32.6236,61.05,3.85
Alvik,94,SE,1630120285,77,60.7477,14.8746,51.53,7.11
Bariloche,75,AR,1630120265,87,-41.1456,-71.3082,37.15,17.27
Zemio,36,CF,1630120285,99,5.0314,25.1361,67.33,1.88
Sal Rei,61,CV,1630120286,83,16.1833,-22.9167,76.82,9.42
Dawson Creek,15,CA,1630120286,70,55.7666,-120.2362,56.23,8.77
Homer,75,US,1630120194,56,59.6425,-151.5483,60.69,12.66
Sibolga,84,ID,1630120287,67,1.7427,98.7792,83.95,3.4
Berbera,84,SO,1630120287,46,10.4396,45.0143,88.7,12.53
Yumen,11,CN,1630120287,30,40.2833,97.2,72.19,15.48
Keti Bandar,100,PK,1630120288,76,24.1447,67.4497,80.29,12.06
Balkanabat,0,TM,1630120288,28,39.5108,54.3671,85.08,1.32
Calama,0,CL,1630120288,22,-22.4667,-68.9333,39.69,12.66
Kishtwār,65,IN,1630120288,78,33.3167,75.7667,69.62,1.66
Saint-Pierre,90,RE,1630120289,91,-21.3393,55.4781,69.48,27.63
Sychëvka,100,RU,1630120289,73,55.8252,34.2736,57.67,11.41
El Salvador,84,SV,1630120290,95,13.8333,-88.9167,73.8,0.76
College,90,US,1630120290,93,64.8569,-147.8028,43.59,9.22
Qingdao,100,CN,1630120290,68,36.0986,120.3719,76.95,6.22
Roald,0,NO,1630120291,100,62.5833,6.1333,52.32,3.44
Harbour Breton,34,CA,1630120291,80,47.4833,-55.7983,59.68,16.2
Great Yarmouth,13,GB,1630120291,94,52.6083,1.7305,59.95,15.23
Northam,0,GB,1630120291,82,51.0333,-4.2167,58.6,6.62
Piaçabuçu,6,BR,1630120292,81,-10.4056,-36.4344,73.71,9.6
Alyangula,43,AU,1630120292,38,-13.8483,136.4192,82.9,14.9
Tamandaré,61,BR,1630120292,77,-8.7597,-35.1047,74.34,8.61
Bagdarin,6,RU,1630120293,47,54.4333,113.6,64.65,1.92
Comal,92,US,1630120143,88,29.8169,-98.3003,77.22,1.99
Smiths Falls,81,CA,1630120293,72,44.9001,-76.0161,65.84,6.24
Motygino,2,RU,1630120293,54,58.1831,94.7592,68.41,4.25
Gallup,1,US,1630120294,43,35.5281,-108.7426,70.56,1.99
Karasjok,100,NO,1630120294,78,69.4719,25.5112,51.91,18.79
Alice Town,100,BS,1630120294,80,25.7167,-79.3,83.66,20.04
Conceição do Araguaia,66,BR,1630120295,43,-8.2578,-49.2647,81.18,2.82
Sittwe,97,MM,1630120295,80,20.15,92.9,83.35,16.78
Chegutu,0,ZW,1630120295,43,-18.1302,30.1407,59.77,4.59
Mersing,11,MY,1630120296,65,2.4312,103.8405,85.51,6.26
Beïnamar,100,TD,1630120296,99,8.6698,15.3813,70.93,2.24
Garden City,75,US,1630120296,90,42.3256,-83.331,79.05,1.01
Lata,32,PT,1630120297,99,40.1629,-8.3327,62.06,1.03
Healesville,5,AU,1630120297,41,-37.65,145.5167,65.95,1.99
Ternate,99,ID,1630120297,77,0.8,127.4,80.62,5.64
Potsdam,19,DE,1630120298,95,52.3989,13.0657,57.33,4.21
Beloha,0,MG,1630120298,77,-25.1667,45.05,62.96,10.83
Dukat,100,RU,1630120298,68,62.55,155.55,59.27,6.04
Merritt Island,20,US,1630120018,90,28.5392,-80.672,83.08,4.61
Poum,10,NC,1630120299,76,-20.2333,164.0167,73.71,5.93
Manakara,70,MG,1630120299,86,-22.1333,48.0167,66.11,3.65
Anadyr,75,RU,1630120299,72,64.75,177.4833,59.5,8.95
Port Hedland,0,AU,1630120300,17,-20.3167,118.5667,86.05,20.71
Berdigestyakh,100,RU,1630120300,66,62.0989,126.6992,44.56,9.06
Alikovo,23,RU,1630120300,77,55.7383,46.7549,44.47,8.01
Praia,92,CV,1630120301,82,14.9215,-23.5087,78.03,6.91
